ID,Year,Make,Display Name,Short Name,Media Name,MakeID
3041,1975,Ford,Bronco Barrett-Jackson Edition,Ford Bronco BJ,FOR_BroncoBJ_75,14
3042,1932,Ford,Roadster “Hula Girl”,Ford Roadster,FOR_RoadsterBJ_32,14
3044,1959,Plymouth,Atomic Punk Bubbletop,Atomic Punk '59,PLY_AtomicPunkBJ_59,89
3045,1970,Plymouth,Hemi Cuda Convertible Barrett-Jackson Edition,Hemi 'Cuda BJ,PLY_HemiCudaBJ_70,89
3046,2018,Ford,Mustang GT,Ford Mustang '18,FOR_MustangGT_18,14
3047,1964,James Bond Edition,Aston Martin DB5,AM DB5 JB,AST_DB5Bond_64,1000
3048,1987,James Bond Edition,Aston Martin V8,AM V8 JB,AST_V8VantageBond_87,1000
3050,1999,James Bond Edition,BMW Z8,BMW Z8 JB,BMW_Z8Bond_99,1000
3051,2017,Ford,M-Sport Fiesta RS,Ford Fiesta RS,FOR_MSportFiesta_17,14
3052,1932,Ford,Custom “Double Down”,Ford Custom '32,FOR_DoubleDownBJ_32,14
3055,2010,James Bond Edition,Jaguar C-X75,Jaguar C-X75,JAG_CX75_10,1000
3060,2015,James Bond Edition,Aston Martin DB10,AM DB10 JB,AST_DB10Bond_14,1000
3061,1977,James Bond Edition,Lotus Esprit S1,Lotus Esprit JB,LOT_EspritBond_77,1000
3062,1970,Ferrari,512 S,Ferrari 512 S,FER_512S_70,13
3063,2018,Mercedes-Benz,X-Class,M-B X-Class,MER_XClass_18,28
3064,2018,Mercedes-AMG,GT 4-Door Coupé,M-B GT 4 '18,MER_AMGGT4_18,137
3065,1983,GMC,Vandura G-1500,GMC Vandura HS,GMC_Vandura_Stories_83,80
3066,2011,Ford,Transit SuperSportVan Stories,Ford Transit HS,FOR_TransitSSV_Stories_11,14
3068,1964,Austin,FX4 Taxi,Austin Taxi HS,AUS_FX4_Stories_64,163
3069,2016,Honda,Civic Coupe GRC,Honda Civic GRC,HON_CivicGRC_H4_16,16
3070,1981,James Bond Edition,Citroën 2CV6,Citroën 2CV6 JB,CIT_2CV6Bond_81,1000
3071,2018,BMW,M5,BMW M5 '18,BMW_M5_18,6
3072,2019,Porsche,911 GT3 RS,911 GT3 RS '19,POR_911GT3RS_18,39
3074,2019,Porsche,Macan Turbo,Macan Turbo '19,POR_MacanTurbo_19,39
3075,1974,James Bond Edition,AMC Hornet X Hatchback,AMC Hornet '74,AMC_Hornet_74,1000
3078,1966,Volkswagen,Double Cab Pick-Up,VW DoKa '66,VW_DoubleCab_61,52
3079,1963,Shelby,Monaco King Cobra,Shelby Monaco KC,SHE_95_MonacoKingCobra_63,47
3082,2008,Maserati,MC12 Versione Corsa,MC12 Corsa '08,MAS_MC12Corsa_06,25
3084,1966,Hillman,Imp,Hillman Imp,SUN_Imp_66,180
3085,2018,Ford,Mustang GT DeBerti Design,Ford Mustang DD,FOR_DebertiMustang_18,14
3086,2018,Top Gear,Track-Tor,TG Track-Tor,TG_TrackTor_18,177
3087,2014,McLaren,650S Spider,650S Spider,MCL_650SSpider_14,27
3088,2018,Chevrolet,Silverado 1500 DeBerti Design Drift Truck,Silverado DD,CHE_DebertiDriftTruck_18,9
3089,2018,Exomotive,Exocet Off-Road,Exocet Off-Road,EXO_ExocetOffRoad_18,161
3091,2018,Aston Martin,Vantage,AM Vantage '18,AST_Vantage_18,2
3092,723,Quartz,Regalia Type-D,Quartz Regalia D,QUA_RegaliaTypeD_23,155
3093,2018,Ford,#25 Mustang RTR,#25 RTR Mustang,FOR_25_MustangRTRFD_18,14
3094,2018,Morgan,Aero GT,Morgan Aero GT,MOR_AeroGT_19,64
3096,1938,MG,TA Midget,MG TA '38,MG_TA_38,98
3097,1953,Jaguar,C-Type,Jaguar C-Type,JAG_CType_53,19
3098,2017,Aston Martin,DB11 Preorder Car,AM DB11 PO,AST_DB11_RETAIL_17,2
3099,2017,Chevrolet,Camaro ZL1 Preorder Car,Chevy Camaro PO,CHE_CamaroZL1_RETAIL_17,9
3100,2017,Ford,Focus RS Preorder Car,Ford Focus PO,FOR_FocusRS_RETAIL_17,14
3101,2018,McLaren,720S Coupé Preorder Car,McLaren 720S PO,MCL_720S_RETAIL_18,27
3102,2017,Nissan,GT-R Preorder Car,Nissan GT-R PO,NIS_GTR_RETAIL_17,31
3103,2016,Porsche,911 GT3 RS Preorder Car,911 GT3 RS PO,POR_911GT3RS_RETAIL_16,39
3104,2017,Mercedes-AMG,GT R Preorder Car,M-B AMG GTR PO,MER_AMGGTR_RETAIL_17,137
3105,2018,McLaren,Senna,McLaren Senna,MCL_WellingtonAE3_18,27
3106,2018,McLaren,Senna,McLaren Senna,MCL_WellingtonSE3_18,27
3107,2014,Mercedes-Benz,G 63 AMG 6x6,M-B G 63 6x6,MER_G63AMG6x6_14,28
3108,2018,Ford,Mustang RTR Spec 5,Ford Mustang S5,FOR_MustangRTRSpec5_18,14
3109,2018,Ford,F-150 Prerunner DeBerti Design Truck,Ford F-150 DD,FOR_DebertiF150_18,14
3110,2013,Jeep,Wrangler Unlimited DeBerti Design,Jeep Wrangler DD,JEE_DebertiWrangler_13,88
3111,1951,Porsche,#46 356 SL Gmünd Coupe,Porsche 356 SL,POR_46_356SL_51,39
3114,2018,BMW,i8 Roadster,BMW i8 Roadster,BMW_i8Roadster_19,6
3115,2016,Hoonigan,GYMKHANA 10 Ford Focus RS RX,GYMKHANA10 Focus,FOR_FocusRSRXG10_16,156
3116,1953,Morris,Minor Series II Traveler,Morris Traveler,MRS_MinorIITraveler_53,165
3117,2018,Porsche,718 Cayman GTS,Porsche 718 GTS,POR_718CaymanGTS_18,39
3118,2019,Chevrolet,Corvette ZR1,Corvette '19,CHE_CorvetteZR1_19,9
3119,1986,Hoonigan,Ford RS200 Evolution,Hoonigan RS200,FOR_HooniganRS200_86,156
3120,2019,Lamborghini,Urus,Urus '19,LAM_Urus_19,21
3121,2017,Ram,Rebel TRX Concept,RAM Rebel TRX,RAM_RebelTRX_17,123
3122,2017,Ferrari,GTC4Lusso,Ferrari GTC4L,FER_GTC4Lusso_17,13
3123,2019,Porsche,911 Carrera S,Porsche 911 '19,POR_992_19,39
3124,1974,Hoonigan,Ford Bronco,Hoonigan Bronco,FOR_HooniganBronco_74,156
3125,2017,Aston Martin,Vanquish Zagato Coupé,AM Vanquish '17,AST_VanquishZagato_18,2
3126,1965,Ford,Transit,Ford Transit Mk1,FOR_Transit_65,14
3127,1924,Austin,Seven,Austin Seven,AUS_Seven_24,163
3129,2008,Renault,Mégane R26.R,Mégane R26.R,REN_MeganeR26R_08,41
3130,2017,Mercedes-Benz,E 350 d 4MATIC All-Terrain “Project E-AT”,Mercedes E 350 d,MER_ProjectEAT_17,28
3131,2018,MINI,John Cooper Works Countryman ALL4,MINI Countryman,MIN_Countryman_18,29
3132,2018,MINI,X-raid John Cooper Works Buggy,MINI JCW Buggy,MIN_JCWBuggy_18,29
3133,2018,MINI,John Cooper Works Convertible,MINI Convertible,MIN_Convertible_18,29
3134,2018,Renault,MEGANE R.S.,MEGANE R.S. '18,REN_MeganeRS_18,41
3136,2018,Land Rover,Range Rover Velar First Edition,Land Rover Velar,LR_Velar_18,55
3140,2019,Rimac,Concept Two,Rimac Concept 2,RIM_Concept2_19,183
3141,2018,Apollo,Intensa Emozione,Apollo IE '18,APO_Intensa_18,184
3142,1965,Morris,Mini-Traveller,Morris Traveller,MIN_Traveller_65,165
3144,1957,Chevrolet,Bel Air,Chevy Bel Air HS,CHE_BelAir_Stories_57,9
3149,2018,Chevrolet,Camaro ZL1 1LE,Chevy Camaro '18,CHE_Camaro1LE_18,9
3150,1964,Porsche,356 C Cabriolet Emory Special,Emory 356 C '64,POR_356CEmory_64,39
3151,2018,Ford,#88 Mustang RTR,#88 RTR Mustang,FOR_88_MustangRTRFD_18,14
3153,2018,McLaren,600LT Coupé,McLaren 600LT,MCL_600LT_19,27
3154,2019,McLaren,720S Spider,720S Spider,MCL_720Spider_19,27
3156,2019,McLaren,Speedtail,Speedtail '19,MCL_Speedtail_19,27
3159,1979,Triumph,TR7 Roadster,Triumph TR7 '79,TRI_TR7_79,99
3160,1995,Porsche,911 Carrera 2 by Gunther Werks,Porsche 911C2 GW,POR_GW400R_18,39
3164,2018,Jaguar,I-PACE,Jaguar I-PACE,JAG_IPACE_18,19
3167,1970,Ford,GT70,Ford GT70 '70,FOR_GT70_70,14
3168,2019,Bugatti,Divo,Bugatti Divo,BUG_Divo_19,58
3170,1994,Ford,Supervan 3,Ford Supervan 3,FOR_Supervan3_94,14
3172,1991,Bentley,Turbo R,Bentley Turbo R,BEN_TurboR_92,4
3173,2019,BMW,Z4 Roadster,BMW Z4 '19,BMW_Z4_19,6
3174,2019,Ford,Ranger Raptor,Ranger Raptor,FOR_RangerRaptor_19,14
3176,1987,Mercedes-Benz,AMG Hammer Coupe,AMG Hammer Coupe,MER_AMGHammer_87,28
3180,1991,Peugeot,205 Rallye,Peugeot 205 R,PEU_205Rallye_91,36
3182,2016,Renault,Clio R.S. 16 Concept,Renault Clio '16,REN_ClioRS16_16,41
3184,1977,Ford,#5 Escort RS1800 MkII,#5 Escort '77,FOR_5_EscortMk2_77,14
3185,2019,Aston Martin,DBS Superleggera,AM DBS SL '19,AST_DBSSuperleggera_19,2
3189,2019,Hennessey,VelociRaptor 6X6,VelociRaptor '19,HEN_Velociraptor6x6_18,102
3194,2018,Italdesign,Zerouno,ID Zerouno '18,ITA_Zerouno_18,185
3195,2018,ATS,GT,ATS GT '18,ATS_GT_18,186
3196,2019,RAESR,Tachyon Speed,RAESR TS '19,RAE_Tachyon_19,187
3207,1987,LEGO Speed Champions,Ferrari F40 Competizione,LEGO F40 C,LEG_F40_19,188
3208,2019,LEGO Speed Champions,McLaren Senna,LEGO Senna,LEG_Senna_19,188
3209,2019,LEGO Speed Champions,Bugatti Chiron,LEGO Chiron,LEG_Chiron_19,188
3210,1967,LEGO Speed Champions,Mini Cooper S Rally,LEGO Mini Cooper,LEG_Cooper_67,188
3211,2017,Aston Martin,Vulcan AMR Pro,AM Vulcan AMR,AST_VulcanAMRPro_19,2
3212,2019,Zenvo,TSR-S,Zenvo TSR-S,ZEN_TSRS_19,133
3217,2018,Lamborghini,Huracán Performante,Lambo Huracán P,LAM_HuracanP_18,21
3223,2018,Volkswagen,#94 Volkswagen Motorsport I.D. R Pikes Peak,#94 VW I.D. R,VW_94_IDR_18,52
3225,2018,Ferrari,Portofino,Portofino '18,FER_Portofino_18,13
3227,2019,Ferrari,488 Pista,488 Pista '19,FER_488Pista_19,13
3228,1999,Ford,Racing Puma,Ford Racing Puma,FOR_RacingPuma_99,14
3232,2013,Formula Drift,#777 Chevrolet Corvette,#777 Corvette,CHE_777_CorvetteFD_13,172
3236,1984,Rover,SD1 Vitesse,Rover SD1,ROV_SD1_84,189
3247,2018,Formula Drift,#64 Nissan 370Z,#64 Nissan 370Z,NIS_64_370ZFD_18,172
3248,1990,Porsche,911 Reimagined by Singer - DLS,Porsche 911 '90,POR_911Singer_90,39
3249,2007,Formula Drift,#117 599 GTB Fiorano,Formula D 599,FER_117_599FD_18,172
3250,2018,Mercedes-AMG,E 63 S,Mercedes-AMG E63,MER_E63SAMG_18,137
3252,1949,Hot Wheels,Ford F-5 Dually Custom Hot Rod,HW Dually '49,FOR_DuallyHotRod_49,148
3253,1974,LEGO Speed Champions,Porsche 911 Turbo 3.0,LEGO Porsche 911,LEG_911Turbo_75,188
3255,2020,Jeep,Gladiator Rubicon,Jeep Gladiator,JEE_Gladiator_20,88
3257,1990,Nissan,Pulsar GTI-R,Nissan Pulsar,NIS_PulsarGTIR_90,31
3276,2018,Saleen,S1,Saleen S1 '18,SAL_S1_18,43
3277,2020,Ford,Mustang Shelby GT500,Ford GT500 '20,FOR_MustangGT500_20,14
3279,2014,Playground,Flatbed Stories,Flatbed Stories,pg_flatbedtruck_stories_19,200
3300,2013,McLaren,P1 'Owen's Edition',Owen's McLaren,MCL_P1Owen_13,27
3315,2020,Koenigsegg,Jesko,Koenigsegg Jesko,KOE_Jesko_20,20
3332,1960,Porsche,356 RSR from Emory Motorsport,Porsche 356 RSR,POR_356RSREmory_60,39
3369,2020,Chevrolet,C8 Corvette Stingray,Corvette C8 '20,CHE_Corvette_20,9
3397,1972,Hot Wheels,Chevrolet LUV,Hot Wheels LUV,CHE_LUVHW_72,148
3398,1969,Hot Wheels,International-Harvester Loadstar CO-1600,Hot Wheels CO,INT_LoadstarHW_69,148
3405,2018,Hot Wheels,2JetZ,2JetZ,HOT_2JetZ_18,148
3407,1957,Hot Wheels,Nash Metropolitan Custom,Hot Wheels Metro,NSH_MetropolitanHW_57,148
3408,1957,Hot Wheels,Studebaker Golden Hawk 'Dream Roadster',HW Studebaker,STU_GoldenHawkHW_57,148
3432,2058,Quadra,Turbo-R V-Tech,Quadra V-Tech,QDA_VTech_77,204
3464,1996,Ferrari,F50 GT “Welcome Pack”,Ferrari F50 WP,FER_F50GTWP_96,13
3465,2012,Lamborghini,Aventador LP700-4 “Welcome Pack”,Aventador WP,LAM_LP7004WP_12,21
3466,2017,Ford,GT “Welcome Pack”,Ford GT WP,FOR_PhoenixWP_16,14
3467,1976,Jeep,CJ5 Renegade “Welcome Pack”,Jeep CJ5 WP,JEE_CJ5RenegadeWP_76,88
3468,1960,Porsche,718 RS 60 “Welcome Pack”,Porsche 718 WP,POR_34_718RSKWP_58,39
3469,1993,Toyota,#1 T100 Baja Truck “Welcome Pack”,#1 Toyota T100WP,TOY_1_BajaTruckWP_93,49
3470,2016,Hoonigan,GYMKHANA 9 Ford Focus RS RX “Welcome Pack”,Focus RS RX WP,FOR_FocusRSRXWP_16,156
3471,2016,SUBARU,#199 WRX STI VT15r Rally Car “Welcome Pack”,#199 WRX WP,SUB_199_WRXSTIVT15rWP_16,48
